Real duration,Prediction duration
1745.0,1626.9064691066742
1407.0,1789.3008150160313
1910.0,1729.3723148703575
960.0,2128.0447509884834
1752.0,1786.6565960645676
2270.0,1695.0800901651382
2074.0,1898.2635897994041
1708.0,1800.8264828324318
2337.0,1822.8285993337631
1658.0,1836.313193142414
2320.0,1779.8653341531754
1696.0,1776.7618646919727
2577.0,1765.1289298534393
194.0,1841.7188864946365
1599.0,1794.7092226147652
1517.0,1743.7839867174625
2218.0,1797.596746623516
1927.0,1664.2128102779388
1003.0,1565.3341127038002
1612.0,1737.0510268211365
1609.0,1783.0813905596733
1438.0,1691.5292043089867
2125.0,1878.4854183197021
1267.0,1756.5818761587143
1505.0,1785.841670691967
1148.0,1756.658526480198
1955.0,2163.8343712091446
1814.0,1811.8502321839333
1898.0,1662.7574312984943
2353.0,1747.0813619494438
2175.0,1937.2147643566132
2579.0,1821.0501164495945
1631.0,1775.8851630687714
1960.0,1578.6548745930195
1479.0,1790.9370713829994
2286.0,1811.0119642913342
1846.0,1964.8979073762894
1163.0,1788.5789340138435
2468.0,1689.9629755020142
916.0,1825.11356061697
2269.0,1789.6930779218674
1571.0,1726.5316930413246
2052.0,1798.5899437069893
1658.0,1732.314449518919
2232.0,1801.432628363371
2157.0,1722.3702102899551
1236.0,1959.0911569595337
1819.0,1810.521879941225
1577.0,1833.5562786757946
1823.0,1696.508543819189
2377.0,1397.3140023350716
2472.0,1778.3344991207123
2404.0,1737.4125644564629
2855.0,1805.6153908073902
3015.0,1856.1714891791344
1468.0,1742.7121850550175
1959.0,1832.8389576077461
1500.0,1837.5679350197315
1928.0,1966.1199697256088
1859.0,1742.0989824831486
2284.0,1753.1747367978096
2137.0,1855.830579817295
2095.0,1632.3090139329433
1317.0,1759.7153109014034
2460.0,1823.0618073940277
1316.0,1813.7762615084648
2523.0,1625.6288189888
1557.0,1749.5165839195251
195.0,1917.8367813825607
1597.0,1860.4425189197063
1929.0,1776.7980184555054
1837.0,1944.4598482847214
2335.0,1824.5181635022163
1293.0,1848.1550163924694
2208.0,1719.1993189454079
1491.0,1891.8599222898483
1548.0,1911.169723391533
1980.0,1724.772861301899
1970.0,1780.8205317854881
1483.0,1717.918628871441
1394.0,1936.0372156500816
1847.0,1732.9137551486492
1540.0,1769.793091058731
1310.0,1678.7788684666157
1483.0,1756.8971630334854
1686.0,1775.3496965169907
1882.0,2118.7544280290604
2209.0,1659.0977584421635
2200.0,1789.188228070736
2421.0,1911.8196225762367
1292.0,1820.26504778862
902.0,1858.0126168727875
2151.0,1792.0347126722336
1303.0,1653.4292174577713
1886.0,1606.2557216584682
2738.0,1757.4786632061005
1779.0,1783.155218064785
2426.0,1795.0386235713959
1964.0,1761.6434030532837
1956.0,1767.6297280192375
1768.0,1773.5639394521713
1955.0,1690.067853987217
1524.0,1724.3285934329033
195.0,1794.7452678084373
2288.0,1761.8529428839684
1913.0,1756.8074843287468
2006.0,1866.417444050312
1477.0,1724.7107593417168
1214.0,1880.311563372612
2388.0,1789.7521399259567
2061.0,1796.6220064163208
1932.0,1823.0305392742157
